Id,Amount,Currency,Year,Work experience,Education,Company size,Designation,Status,Created at,Updated at,Primary technology,Pegged salary,Advice,Company base lk,Id [Salary votes],Vote type [Salary votes],Created at [Salary votes],Updated at [Salary votes]
713,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
714,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
715,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
716,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
717,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
718,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
719,70000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
720,70000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
721,70000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
722,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
723,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
724,70000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
725,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
726,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
727,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
728,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
729,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
730,70000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
731,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
732,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
733,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
734,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
735,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
736,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
737,70000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
738,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
739,70000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
740,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
741,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
742,70000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
743,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
744,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
745,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
746,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
747,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
748,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
749,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
750,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
751,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
752,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
753,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
754,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
755,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
756,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
757,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
758,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
759,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
760,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
761,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
762,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
763,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
764,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
765,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
766,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
767,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
768,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
769,80000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
770,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
771,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
772,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
773,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
774,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
775,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
776,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
777,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
778,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
779,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
780,80000,LKR,2022,1_to_3,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
781,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
782,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
783,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
784,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
785,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
786,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
787,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
788,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
789,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
790,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
791,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
792,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
793,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
794,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
795,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
796,80000,LKR,2022,0_to_1,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
797,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
798,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
799,80000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
800,80000,LKR,2022,1_to_3,bachelors_degree,100_to_500,technical_lead,approved,,,,,,,,,,
801,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
802,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
803,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
804,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
805,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
806,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
807,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
808,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
809,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
810,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
811,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
812,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
813,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
814,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
815,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
816,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
817,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
818,80000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
819,80000,LKR,2022,1_to_3,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
820,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
821,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
822,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
823,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
824,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
825,80000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
826,80000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
827,80000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
828,80000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
829,80000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
830,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
831,80000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
832,80000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
833,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
834,80000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
835,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
836,80000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
837,80000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
838,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
839,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
840,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
841,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
842,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
843,90000,LKR,2022,0_to_1,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
844,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
845,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
846,90000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
847,90000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
848,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
849,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
850,90000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
851,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
852,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
853,90000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
854,90000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
855,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,technical_lead,approved,,,,,,,,,,
856,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
857,90000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
858,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
859,90000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
860,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
861,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
862,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
863,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
864,90000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
865,90000,LKR,2022,7_to_9,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
866,90000,LKR,2022,7_to_9,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
867,90000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
868,90000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
869,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
870,90000,LKR,2022,1_to_3,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
871,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
872,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
873,100000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
874,100000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
875,100000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
876,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
877,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
878,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
879,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
880,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
881,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
882,100000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
883,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
884,100000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
885,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
886,100000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
887,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
888,100000,LKR,2022,4_to_6,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
889,100000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
890,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
891,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
892,100000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
893,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
894,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
895,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
896,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
897,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
898,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
899,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
900,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
901,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
902,100000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
903,100000,LKR,2022,1_to_3,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
904,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
905,100000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
906,100000,LKR,2022,1_to_3,bachelors_degree,100_to_500,technical_lead,approved,,,,,,,,,,
907,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
908,100000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
909,100000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
910,100000,LKR,2022,4_to_6,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
911,100000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
912,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
913,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
914,100000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
915,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
916,100000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
917,100000,LKR,2022,0_to_1,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
918,100000,LKR,2022,7_to_9,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
919,100000,LKR,2022,1_to_3,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
920,100000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
921,100000,LKR,2022,1_to_3,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
922,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
923,110000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
924,110000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
925,110000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
926,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
927,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
928,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
929,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
930,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
931,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
932,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
933,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
934,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
935,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
936,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
937,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
938,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
939,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
940,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
941,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
942,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
943,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
944,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
945,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
946,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
947,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
948,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
949,110000,LKR,2022,0_to_1,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
950,110000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
951,110000,LKR,2022,4_to_6,bachelors_degree,above_500,technical_lead,approved,,,,,,,,,,
952,110000,LKR,2022,0_to_1,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
953,110000,LKR,2022,1_to_3,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
954,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
955,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
956,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
957,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
958,110000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
959,110000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
960,110000,LKR,2022,7_to_9,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
961,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
962,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
963,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
964,120000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
965,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
966,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
967,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
968,120000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
969,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
970,120000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
971,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
972,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
973,120000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
974,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
975,120000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
976,120000,LKR,2022,0_to_1,bachelors_degree,100_to_500,technical_lead,approved,,,,,,,,,,
977,120000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
978,130000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
979,130000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
980,130000,LKR,2022,4_to_6,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
981,130000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
982,130000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
983,130000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
984,130000,LKR,2022,0_to_1,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
985,140000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
986,140000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
987,140000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
988,140000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
989,140000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
990,140000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
991,140000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
992,140000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
993,140000,LKR,2022,1_to_3,bachelors_degree,above_500,architecture,approved,,,,,,,,,,
